sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
黑塞夫妇育有一子五女。,Cassandra changed into a wise witch,The Hesse couple have one son and five daughters.,黑塞夫妇育有一子五女,cassandra changed into a wise witch,the hesse couple have one son and five daughters,4363.90380191803
温根阿尔卑斯铁路是世界上最长的连续齿轨铁路。,Wung R and Base systems are the most common continuous vehicleх,The Wengernalp Railway is the world's longest continuous rack and pinion railway.,温根阿尔卑斯铁路是世界上最长的连续齿轨铁路,wung r and base systems are the most common continuous vehicleх,the wengernalp railway is the world s longest continuous rack and pinion railway,4363.90380191803
的罗茜·奈特认为剧中核心角色的选角让人满意，剧本也不错。,拿魯辛来特认为剧中何兴角色的选举让人满意居本也不错,"Rosie Knight of Nerdist wrote that the ""cast is at the core of what makes Titans so enjoyable"", while giving praise to the script as well.",的罗茜 奈特认为剧中核心角色的选角让人满意 剧本也不错,拿魯辛来特认为剧中何兴角色的选举让人满意居本也不错,rosie knight of nerdist wrote that the cast is at the core of what makes titans so enjoyable while giving praise to the script as well,4363.90380191803
手续要迅速周全。,keep your hands crossed,procedures should be completed rapidly.,手续要迅速周全,keep your hands crossed,procedures should be completed rapidly,4363.90380191803
两个楼梯通往教堂的龙门架，那里矗立着怀抱基督婴孩的帕多瓦的圣安多尼雕像。,forget that you got strange boost in your days,"Two staircases lead to the gantry of the church, where a statue of St. Anthony of Padua stands holding the baby Christ.",两个楼梯通往教堂的龙门架 那里矗立着怀抱基督婴孩的帕多瓦的圣安多尼雕像,forget that you got strange boost in your days,two staircases lead to the gantry of the church where a statue of st anthony of padua stands holding the baby christ,4363.90380191803
张宝明，可以指：,Drag to水 Don't drag it anymore Turn on the Earth Put it under fire One Ring,"Zhang Baoming, can mean;",张宝明 可以指,drag to水 don t drag it anymore turn on the earth put it under fire one ring,zhang baoming can mean,4363.90380191803
杨庄站位于西五环外，苹果园南路交汇处东侧，东西走向布置。,Yang裝戰位西舞皇宛蘋果原南路交會處東侧東西走向步質,"Yang Zhuang station is outside the West Fifth Ring Road, located in the east of the junction of South Pingguo Yuan Road, running east-west.",杨庄站位于西五环外 苹果园南路交汇处东侧 东西走向布置,yang裝戰位西舞皇宛蘋果原南路交會處東侧東西走向步質,yang zhuang station is outside the west fifth ring road located in the east of the junction of south pingguo yuan road running east west,4363.90380191803
适逢福建兵士来临，吴希哲用奇招乘风歼灭。,"The refused service guard of emperor Lin Buddha was so he couldn't education, so the<|haw|><|zh|>","As the Fujian troops arrived, Wu Xizhe used wonderous tactics with the wind and demolished them.",适逢福建兵士来临 吴希哲用奇招乘风歼灭,the refused service guard of emperor lin buddha was so he couldn t education so the,as the fujian troops arrived wu xizhe used wonderous tactics with the wind and demolished them,4363.90380191803
判断这封信是否重要,Is this letter important?,Measured the importance of this letter.,判断这封信是否重要,is this letter important,measured the importance of this letter,4363.90380191803
台南市柳营区公所台南旅游网,Mrs. Yu Korone T discuss�云区工作台南李罗往,Tainan Luoying district official Tainan tourism website.,台南市柳营区公所台南旅游网,mrs yu korone t discuss 云区工作台南李罗往,tainan luoying district official tainan tourism website,4363.90380191803
一周后，他面对勇士队击出再见全垒打。,I 치몰,"A week later, he hit a walk-off home run against the warriors.",一周后 他面对勇士队击出再见全垒打,i 치몰,a week later he hit a walk off home run against the warriors,4363.90380191803
约翰·大卫·华盛顿是一名美国男演员和前美式足球跑卫。,Sauce Karabin debации hot dog goat beef baby cow meat herrada noodle decent Truly fun and we drank勇 preaching I feel the best happy friend I have an idée ren is debated more more happy,John David Washington is an American actor and a former American football running back.,约翰 大卫 华盛顿是一名美国男演员和前美式足球跑卫,sauce karabin debации hot dog goat beef baby cow meat herrada noodle decent truly fun and we drank勇 preaching i feel the best happy friend i have an idée ren is debated more more happy,john david washington is an american actor and a former american football running back,4363.90380191803
也就是说，最有可能成功，而且架构简单的调节器一定就是所调节系统的同构。,One is Lars We should first use the easiest,"In other words, it is most likely to succeed, and the regulator with simple architecture must be the isomorphism of the regulated system.",也就是说 最有可能成功 而且架构简单的调节器一定就是所调节系统的同构,one is lars we should first use the easiest,in other words it is most likely to succeed and the regulator with simple architecture must be the isomorphism of the regulated system,4363.90380191803
美国持中立立场，联邦主义者对法国持敌视态度，共和党人则对英国持敌对态度。,"Different ways are happening on the $ equity of National D views, ditching and patriarchial zm işi of the Both Tam System of China","The United States stands in neutral side, Federalists are hostile to France, Republicans are hostile to Britain.",美国持中立立场 联邦主义者对法国持敌视态度 共和党人则对英国持敌对态度,different ways are happening on the equity of national d views ditching and patriarchial zm işi of the both tam system of china,the united states stands in neutral side federalists are hostile to france republicans are hostile to britain,4363.90380191803
校舍仅容十八个课室，分为上、下午校上课。,The support for,"School building contains only 18 classrooms, classes are divided into morning and afternoon divisions.",校舍仅容十八个课室 分为上 下午校上课,the support for,school building contains only 18 classrooms classes are divided into morning and afternoon divisions,4363.90380191803
