sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
次年进入第三届三星杯本赛后第一轮再次败给小林觉。,"After entering the third Sanyin Cup, the first round was lost to Xiao Lingjue again.",He was admitted into the third Samsung Cup and he lost Kobayashi again in the first round.,次年进入第三届三星杯本赛后第一轮再次败给小林觉,after entering the third sanyin cup the first round was lost to xiao lingjue again,he was admitted into the third samsung cup and he lost kobayashi again in the first round,4191.862732887268
而雕像的面部后来根据阿蒙涅姆赫特二世这位中王国时期法老的面部重新雕琢了一遍。,"The face of the statue was later carved again according to the face of the Chinese king's 17 pharaohs, Amon and Heth II.","While the face of sculpture was later polished again on the basis of the face of Amon Nehmht II, a Pharaoh of the Middle Kingdom period.",而雕像的面部后来根据阿蒙涅姆赫特二世这位中王国时期法老的面部重新雕琢了一遍,the face of the statue was later carved again according to the face of the chinese king s 17 pharaohs amon and heth ii,while the face of sculpture was later polished again on the basis of the face of amon nehmht ii a pharaoh of the middle kingdom period,4191.862732887268
洛苏人口变化图示,network出现了大量 routing孤立批准 同时盘取消鲜光人 hid,Population change in Luo Su,洛苏人口变化图示,network出现了大量 routing孤立批准 同时盘取消鲜光人 hid,population change in luo su,4191.862732887268
得业士是日本旧制高等学校和专门学校授与卒业生的学位称号。,"The Deutsch Military contributions are awarded by high schools and special schools, with the name German Life School. German Life School German Life is a primary school of high school students with the name German Ihnen Light School. was its highest level in the<|tr|> word history that for a long time was the most youngest school in Germany, with an eight-making-a coach in Germany. German Life was the first Japanese school in Germany with an eight-making-a coach in Germany.",Deyeshi is a degree title awarded to graduated students by the former Japanese institutions of higher education and specialized schools.,得业士是日本旧制高等学校和专门学校授与卒业生的学位称号,the deutsch military contributions are awarded by high schools and special schools with the name german life school german life school german life is a primary school of high school students with the name german ihnen light school was its highest level in the word history that for a long time was the most youngest school in germany with an eight making a coach in germany german life was the first japanese school in germany with an eight making a coach in germany,deyeshi is a degree title awarded to graduated students by the former japanese institutions of higher education and specialized schools,4191.862732887268
因位于旧鼓楼大街北侧而得名。,It was named after the old building on the north side of the street.,"It is famous for the location, in the north side of the old Gulou Street.",因位于旧鼓楼大街北侧而得名,it was named after the old building on the north side of the street,it is famous for the location in the north side of the old gulou street,4191.862732887268
严重副作用包含伪膜性结肠炎及全身型过敏性反应。,Serious side effects include,Serious side effects include pseudomembranous colitis and systemic allergic reactions.,严重副作用包含伪膜性结肠炎及全身型过敏性反应,serious side effects include,serious side effects include pseudomembranous colitis and systemic allergic reactions,4191.862732887268
他也因宝华蓝而成名。,He should Castle writers andhour approching,He is also famous for Baohualan a craft based on Cloisonne.,他也因宝华蓝而成名,he should castle writers andhour approching,he is also famous for baohualan a craft based on cloisonne,4191.862732887268
塔德吕兰让。,TAD LULAN RANG,Tadrulang.,塔德吕兰让,tad lulan rang,tadrulang,4191.862732887268
魁地奇是巫师世界中最风行的球赛运动。,The Kui Di Qi is the most divided football sport in the Wushi world.,Quidditch is the most popular game in the World of Wizard.,魁地奇是巫师世界中最风行的球赛运动,the kui di qi is the most divided football sport in the wushi world,quidditch is the most popular game in the world of wizard,4191.862732887268
每年的青森睡魔祭更是外地游客的焦点。,"Every year, the Qing Sen Shui Mo Ji is the focus of tourists from other places.",Aomori Nebuta Matsuri of each year is even the focus for tourists from other places.,每年的青森睡魔祭更是外地游客的焦点,every year the qing sen shui mo ji is the focus of tourists from other places,aomori nebuta matsuri of each year is even the focus for tourists from other places,4191.862732887268
这个名词一般在使用上带有负面的意思。,This name usually has negative meanings in use.,This noun is generally applied with a negative meaning.,这个名词一般在使用上带有负面的意思,this name usually has negative meanings in use,this noun is generally applied with a negative meaning,4191.862732887268
卡梅伦内阁也是二战后英国首个联合政府。,The Camelot cabinet is also the first British federal government after World War II.,Cameron Cabinet is also the first coalition government in Britain after World War II.,卡梅伦内阁也是二战后英国首个联合政府,the camelot cabinet is also the first british federal government after world war ii,cameron cabinet is also the first coalition government in britain after world war ii,4191.862732887268
一个产品的定位是潜在购买者如何看待该产品。,A product's positioning is the potential buyer's view of the product.,The positioning of a product is how potential customers regard the product.,一个产品的定位是潜在购买者如何看待该产品,a product s positioning is the potential buyer s view of the product,the positioning of a product is how potential customers regard the product,4191.862732887268
这是国共内战以后双方官员首次接触。,This is the first time that both officials have been in contact after the civil war.,It was the first meeting between officials of both sides after the Civil War.,这是国共内战以后双方官员首次接触,this is the first time that both officials have been in contact after the civil war,it was the first meeting between officials of both sides after the civil war,4191.862732887268
台湾艺术大学戏剧系毕业。,Graduated from the Faculty of Drama of Taiwan University of Arts,"He graduated from the Department of Drama, Taiwan University of the Arts.",台湾艺术大学戏剧系毕业,graduated from the faculty of drama of taiwan university of arts,he graduated from the department of drama taiwan university of the arts,4191.862732887268
在伦敦的少数几处遗留下来的猎场在伦敦的城市化过程中大多被作为城市绿地保留下来。,Most of the hunting grounds in London are preserved as urban green areas.,The few hunting grounds left in London were mostly preserved as urban greenbelts in the process of urbanization in London.,在伦敦的少数几处遗留下来的猎场在伦敦的城市化过程中大多被作为城市绿地保留下来,most of the hunting grounds in london are preserved as urban green areas,the few hunting grounds left in london were mostly preserved as urban greenbelts in the process of urbanization in london,4191.862732887268
卡舒埃拉杜斯因迪奥斯是巴西帕拉伊巴州的一个市镇。,"The city of Casualados, Indios is a town in the 18 states of Brazil.","Cachoeira dos Indios is a town in Paraíba state, Brazil.",卡舒埃拉杜斯因迪奥斯是巴西帕拉伊巴州的一个市镇,the city of casualados indios is a town in the 18 states of brazil,cachoeira dos indios is a town in paraíba state brazil,4191.862732887268
