sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
注意某些是有歧义的。,Note that there is an accident to be seen!,Please pay attention to the ambiguities.,注意某些是有歧义的,note that there is an accident to be seen,please pay attention to the ambiguities,4640.434547901154
其中的暗礁经常从超过一千米的水深急速上升。,The dark glue often rises rapidly from a depth of more than 1000 meters.,The submerged reefs are always rising from the deep water more than one kilo.,其中的暗礁经常从超过一千米的水深急速上升,the dark glue often rises rapidly from a depth of more than 1000 meters,the submerged reefs are always rising from the deep water more than one kilo,4640.434547901154
宋太祖孝惠贺皇后之侄。,The songtai people are gonna support her,The nephew of emperor Songtaizu ‘s wife Xiaohuihe queen.,宋太祖孝惠贺皇后之侄,the songtai people are gonna support her,the nephew of emperor songtaizu s wife xiaohuihe queen,4640.434547901154
它包含了数百种发行版的资讯。,It contains hundreds of version information,It contains hundreds of information of released versions.,它包含了数百种发行版的资讯,it contains hundreds of version information,it contains hundreds of information of released versions,4640.434547901154
栅格数据由存放唯一值存储单元的行和列组成。,Mountain view data are consists from a Am ripening array of conservation units,The raster data was made of rows and columns storing unique value storage units.,栅格数据由存放唯一值存储单元的行和列组成,mountain view data are consists from a am ripening array of conservation units,the raster data was made of rows and columns storing unique value storage units,4640.434547901154
但仅仅十年后图书馆就已用满了扩建部分。,"But only 10 years later, the library has used up the expansion part",Yet the extension space has been totally filled within one decade.,但仅仅十年后图书馆就已用满了扩建部分,but only 10 years later the library has used up the expansion part,yet the extension space has been totally filled within one decade,4640.434547901154
诺伊恩塔尔是德国黑森州的一个市镇。,"Neuenthal is a town in Heisen, Germany.","Neuental is a town of Hesse, in Germany.",诺伊恩塔尔是德国黑森州的一个市镇,neuenthal is a town in heisen germany,neuental is a town of hesse in germany,4640.434547901154
振动频率可以提供震波来源和通过区域的物质密度。,The vibration frequency can provide the material density of the wave source and the area.,The vibration frequency could tell us the source of the shock waves and the density of the materials.,振动频率可以提供震波来源和通过区域的物质密度,the vibration frequency can provide the material density of the wave source and the area,the vibration frequency could tell us the source of the shock waves and the density of the materials,4640.434547901154
邓紫飞。,P Mysterious,Louis.,邓紫飞,p mysterious,louis,4640.434547901154
产前诊断包括筛查和诊断性检测。,Pre-production diagnosis includes screening and diagnosis detection,The prenatal diagnosis includes the screening and diagnostic tests.,产前诊断包括筛查和诊断性检测,pre production diagnosis includes screening and diagnosis detection,the prenatal diagnosis includes the screening and diagnostic tests,4640.434547901154
永昌府是中国古代的一个府。,Yongchang Prefecture is a prefecture in ancient China,Yongcangfu was an administrative district in ancient China.,永昌府是中国古代的一个府,yongchang prefecture is a prefecture in ancient china,yongcangfu was an administrative district in ancient china,4640.434547901154
之后以台北民生社区为中心推广空手道。,"Then based in T tallest rural Mohammedabad region The official product cover size それ吧 Form Até, guys Thank you Got a gram of 되는데 Let me have a reaction Chen",Minsheng community in Taipei is the core of promoting Karate.,之后以台北民生社区为中心推广空手道,then based in t tallest rural mohammedabad region the official product cover size それ吧 form até guys thank you got a gram of 되는데 let me have a reaction chen,minsheng community in taipei is the core of promoting karate,4640.434547901154
阿育王在自己的帝国和更广泛的古代世界传播佛教方面发挥了重要作用。,King Ayu played an important role in spreading Buddhism in his empire and the wider ancient world.,Asoka played a vital role in spreading Buddhism in his own kingdom and remote world in ancient times.,阿育王在自己的帝国和更广泛的古代世界传播佛教方面发挥了重要作用,king ayu played an important role in spreading buddhism in his empire and the wider ancient world,asoka played a vital role in spreading buddhism in his own kingdom and remote world in ancient times,4640.434547901154
但古酿造作房被太平天国翼王石达开进攻贵州时所毁。,"But the old matchmaker is destroyed by the emperor of Taiping heaven, Shi Dakai, when he attacked Guizhou","The ancient workshop for brewing was damaged when Yiwang of the Taiping Kingdom (1851-1864), Shi Dakai, attacked Guizhou.",但古酿造作房被太平天国翼王石达开进攻贵州时所毁,but the old matchmaker is destroyed by the emperor of taiping heaven shi dakai when he attacked guizhou,the ancient workshop for brewing was damaged when yiwang of the taiping kingdom shi dakai attacked guizhou,4640.434547901154
